Study Name	CASS
Sample Name	S52-CF8-330C-30khr
Run Name	spot06
Operator	Saleem
Date	5/4/2019
Time	01:37
Sign	POS
Grating Spacing	6.40 um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	01:38:59
	
Time	Amplitude
0.000000E+0	-6.029567E-4
5.000000E-11	-5.618460E-4
1.000000E-10	-5.378647E-4
1.500000E-10	-5.207353E-4
2.000000E-10	-5.070317E-4
2.500000E-10	-5.070317E-4
3.000000E-10	-5.207353E-4
3.500000E-10	-5.447165E-4
4.000000E-10	-5.755495E-4
4.500000E-10	-6.166602E-4
5.000000E-10	-6.714745E-4
5.500000E-10	-7.262887E-4
6.000000E-10	-7.673994E-4
6.500000E-10	-7.982324E-4
7.000000E-10	-8.324913E-4
7.500000E-10	-8.564725E-4
8.000000E-10	-8.564725E-4
8.500000E-10	-8.496207E-4
9.000000E-10	-8.324913E-4
9.500000E-10	-8.153618E-4
1.000000E-9	-7.982324E-4
1.050000E-9	-7.879547E-4
1.100000E-9	-7.776771E-4
1.150000E-9	-7.708253E-4
1.200000E-9	-7.776771E-4
1.250000E-9	-8.016583E-4
1.300000E-9	-8.359172E-4
1.350000E-9	-8.770279E-4
1.400000E-9	-8.975832E-4
1.450000E-9	-8.907314E-4
1.500000E-9	-8.598984E-4
1.550000E-9	-8.119360E-4
1.600000E-9	-7.571217E-4
1.650000E-9	-6.646227E-4
1.700000E-9	-5.241612E-4
1.750000E-9	-3.939774E-4
1.800000E-9	-3.014783E-4
1.850000E-9	-2.363864E-4
1.900000E-9	-2.089793E-4
1.950000E-9	-2.089793E-4
2.000000E-9	-2.158311E-4
2.050000E-9	-2.637935E-4
2.100000E-9	-3.460149E-4
2.150000E-9	-4.248104E-4
2.200000E-9	-4.967541E-4
2.250000E-9	-5.721236E-4
2.300000E-9	-6.200861E-4
2.350000E-9	-6.098084E-4
2.400000E-9	-5.755495E-4
2.450000E-9	-5.447165E-4
2.500000E-9	-5.173094E-4
2.550000E-9	-4.659211E-4
2.600000E-9	-4.145327E-4
2.650000E-9	-4.008291E-4
2.700000E-9	-4.042550E-4
2.750000E-9	-4.076809E-4
2.800000E-9	-4.350880E-4
2.850000E-9	-4.899023E-4
2.900000E-9	-5.275871E-4
2.950000E-9	-5.549942E-4
3.000000E-9	-5.961049E-4
3.050000E-9	-6.303638E-4
3.100000E-9	-6.406414E-4
3.150000E-9	-6.474932E-4
3.200000E-9	-6.543450E-4
3.250000E-9	-6.577709E-4
3.300000E-9	-6.577709E-4
3.350000E-9	-6.543450E-4
3.400000E-9	-6.372156E-4
3.450000E-9	-6.132343E-4
3.500000E-9	-5.789754E-4
3.550000E-9	-5.344389E-4
3.600000E-9	-4.830505E-4
3.650000E-9	-4.350880E-4
3.700000E-9	-3.802738E-4
3.750000E-9	-3.254596E-4
3.800000E-9	-2.946265E-4
3.850000E-9	-2.843489E-4
3.900000E-9	-2.877748E-4
3.950000E-9	-3.254596E-4
4.000000E-9	-3.802738E-4
4.050000E-9	-4.419398E-4
4.100000E-9	-5.378647E-4
4.150000E-9	-6.509191E-4
4.200000E-9	-7.194369E-4
4.250000E-9	-7.639735E-4
4.300000E-9	-8.187877E-4
4.350000E-9	-8.496207E-4
4.400000E-9	-8.393431E-4
4.450000E-9	-8.153618E-4
4.500000E-9	-7.708253E-4
4.550000E-9	-6.954557E-4
4.600000E-9	-6.200861E-4
4.650000E-9	-5.549942E-4
4.700000E-9	-4.830505E-4
4.750000E-9	-4.179586E-4
4.800000E-9	-3.734220E-4
4.850000E-9	-3.425890E-4
4.900000E-9	-3.425890E-4
4.950000E-9	-3.734220E-4
5.000000E-9	-3.974033E-4
5.050000E-9	-4.145327E-4
5.100000E-9	-4.624952E-4
5.150000E-9	-5.207353E-4
5.200000E-9	-5.652719E-4
5.250000E-9	-6.063825E-4
5.300000E-9	-6.406414E-4
5.350000E-9	-6.509191E-4
5.400000E-9	-6.474932E-4
5.450000E-9	-6.269379E-4
5.500000E-9	-6.029567E-4
5.550000E-9	-5.789754E-4
5.600000E-9	-5.481424E-4
5.650000E-9	-5.138835E-4
5.700000E-9	-5.036058E-4
5.750000E-9	-5.070317E-4
5.800000E-9	-5.104576E-4
5.850000E-9	-5.173094E-4
5.900000E-9	-5.275871E-4
5.950000E-9	-5.207353E-4
6.000000E-9	-5.070317E-4
6.050000E-9	-5.104576E-4
6.100000E-9	-5.104576E-4
6.150000E-9	-4.933282E-4
6.200000E-9	-4.590693E-4
6.250000E-9	-4.248104E-4
6.300000E-9	-4.042550E-4
6.350000E-9	-4.042550E-4
6.400000E-9	-4.145327E-4
6.450000E-9	-4.282363E-4
6.500000E-9	-4.350880E-4
6.550000E-9	-4.522175E-4
6.600000E-9	-4.933282E-4
6.650000E-9	-5.447165E-4
6.700000E-9	-5.789754E-4
6.750000E-9	-5.892531E-4
6.800000E-9	-5.858272E-4
6.850000E-9	-5.721236E-4
6.900000E-9	-5.378647E-4
6.950000E-9	-4.933282E-4
7.000000E-9	-4.556434E-4
7.050000E-9	-4.282363E-4
7.100000E-9	-4.179586E-4
7.150000E-9	-4.008291E-4
7.200000E-9	-3.768479E-4
7.250000E-9	-3.699961E-4
7.300000E-9	-3.974033E-4
7.350000E-9	-4.419398E-4
7.400000E-9	-4.796246E-4
7.450000E-9	-5.275871E-4
7.500000E-9	-5.686978E-4
7.550000E-9	-5.961049E-4
7.600000E-9	-6.337897E-4
7.650000E-9	-6.783262E-4
7.700000E-9	-6.920298E-4
7.750000E-9	-6.749003E-4
7.800000E-9	-6.646227E-4
7.850000E-9	-6.714745E-4
7.900000E-9	-6.680486E-4
7.950000E-9	-6.474932E-4
8.000000E-9	-6.235120E-4
8.050000E-9	-6.063825E-4
8.100000E-9	-5.961049E-4
8.150000E-9	-5.824013E-4
8.200000E-9	-5.618460E-4
8.250000E-9	-5.412906E-4
8.300000E-9	-5.036058E-4
8.350000E-9	-4.590693E-4
8.400000E-9	-4.282363E-4
8.450000E-9	-4.111068E-4
8.500000E-9	-3.768479E-4
8.550000E-9	-3.494408E-4
8.600000E-9	-3.425890E-4
8.650000E-9	-3.288854E-4
8.700000E-9	-3.220337E-4
8.750000E-9	-3.391631E-4
8.800000E-9	-3.562926E-4
8.850000E-9	-3.528667E-4
8.900000E-9	-3.597185E-4
8.950000E-9	-3.871256E-4
9.000000E-9	-4.042550E-4
9.050000E-9	-4.145327E-4
9.100000E-9	-4.316622E-4
9.150000E-9	-4.385139E-4
9.200000E-9	-4.282363E-4
9.250000E-9	-4.213845E-4
9.300000E-9	-4.042550E-4
9.350000E-9	-3.734220E-4
9.400000E-9	-3.597185E-4
9.450000E-9	-3.425890E-4
9.500000E-9	-2.912007E-4
9.550000E-9	-2.500900E-4
9.600000E-9	-2.158311E-4
9.650000E-9	-1.438874E-4
9.700000E-9	-6.166602E-5
9.750000E-9	6.851780E-6
9.800000E-9	1.336097E-4
9.850000E-9	3.288854E-4
9.900000E-9	5.549942E-4
9.950000E-9	8.530466E-4
1.000000E-8	1.271005E-3
1.005000E-8	1.812296E-3
1.010000E-8	2.518029E-3
1.015000E-8	3.453297E-3
1.020000E-8	4.624952E-3
1.025000E-8	6.056974E-3
1.030000E-8	7.807604E-3
1.035000E-8	9.873415E-3
1.040000E-8	1.221330E-2
1.045000E-8	1.482040E-2
1.050000E-8	1.765361E-2
1.055000E-8	2.063414E-2
1.060000E-8	2.370373E-2
1.065000E-8	2.679389E-2
1.070000E-8	2.982237E-2
1.075000E-8	3.272068E-2
1.080000E-8	3.543056E-2
1.085000E-8	3.790062E-2
1.090000E-8	4.013773E-2
1.095000E-8	4.215558E-2
1.100000E-8	4.393019E-2
1.105000E-8	4.551295E-2
1.110000E-8	4.695525E-2
1.115000E-8	4.825366E-2
1.120000E-8	4.944587E-2
1.125000E-8	5.058669E-2
1.130000E-8	5.164872E-2
1.135000E-8	5.259426E-2
1.140000E-8	5.344389E-2
1.145000E-8	5.415304E-2
1.150000E-8	5.464637E-2
1.155000E-8	5.494443E-2
1.160000E-8	5.503007E-2
1.165000E-8	5.480054E-2
1.170000E-8	5.428323E-2
1.175000E-8	5.355009E-2
1.180000E-8	5.256343E-2
1.185000E-8	5.136437E-2
1.190000E-8	5.008309E-2
1.195000E-8	4.871273E-2
1.200000E-8	4.724302E-2
1.205000E-8	4.582813E-2
1.210000E-8	4.454685E-2
1.215000E-8	4.336492E-2
1.220000E-8	4.235085E-2
1.225000E-8	4.158345E-2
1.230000E-8	4.099420E-2
1.235000E-8	4.056596E-2
1.240000E-8	4.036041E-2
1.245000E-8	4.033986E-2
1.250000E-8	4.045291E-2
1.255000E-8	4.072698E-2
1.260000E-8	4.114151E-2
1.265000E-8	4.162799E-2
1.270000E-8	4.219669E-2
1.275000E-8	4.284418E-2
1.280000E-8	4.353621E-2
1.285000E-8	4.430018E-2
1.290000E-8	4.510527E-2
1.295000E-8	4.586924E-2
1.300000E-8	4.660923E-2
1.305000E-8	4.737663E-2
1.310000E-8	4.811663E-2
1.315000E-8	4.877097E-2
1.320000E-8	4.936708E-2
1.325000E-8	4.991179E-2
1.330000E-8	5.035031E-2
1.335000E-8	5.068947E-2
1.340000E-8	5.094641E-2
1.345000E-8	5.110400E-2
1.350000E-8	5.116909E-2
1.355000E-8	5.114854E-2
1.360000E-8	5.102863E-2
1.365000E-8	5.084021E-2
1.370000E-8	5.061753E-2
1.375000E-8	5.035031E-2
1.380000E-8	5.002827E-2
1.385000E-8	4.966855E-2
1.390000E-8	4.926087E-2
1.395000E-8	4.880866E-2
1.400000E-8	4.835644E-2
1.405000E-8	4.788367E-2
1.410000E-8	4.734923E-2
1.415000E-8	4.676340E-2
1.420000E-8	4.617757E-2
1.425000E-8	4.560202E-2
1.430000E-8	4.504018E-2
1.435000E-8	4.452629E-2
1.440000E-8	4.409463E-2
1.445000E-8	4.374862E-2
1.450000E-8	4.351223E-2
1.455000E-8	4.341288E-2
1.460000E-8	4.347455E-2
1.465000E-8	4.370065E-2
1.470000E-8	4.405695E-2
1.475000E-8	4.450231E-2
1.480000E-8	4.504018E-2
1.485000E-8	4.566369E-2
1.490000E-8	4.632146E-2
1.495000E-8	4.697581E-2
1.500000E-8	4.759589E-2
1.505000E-8	4.817487E-2
1.510000E-8	4.870588E-2
1.515000E-8	4.915810E-2
1.520000E-8	4.955893E-2
1.525000E-8	4.992207E-2
1.530000E-8	5.022697E-2
1.535000E-8	5.045651E-2
1.540000E-8	5.064836E-2
1.545000E-8	5.079225E-2
1.550000E-8	5.086419E-2
1.555000E-8	5.088132E-2
1.560000E-8	5.084021E-2
1.565000E-8	5.069975E-2
1.570000E-8	5.046336E-2
1.575000E-8	5.017901E-2
1.580000E-8	4.984670E-2
1.585000E-8	4.944587E-2
1.590000E-8	4.899023E-2
1.595000E-8	4.849005E-2
1.600000E-8	4.796931E-2
1.605000E-8	4.746571E-2
1.610000E-8	4.699293E-2
1.615000E-8	4.655785E-2
1.620000E-8	4.616387E-2
1.625000E-8	4.581100E-2
1.630000E-8	4.554721E-2
1.635000E-8	4.537934E-2
1.640000E-8	4.527314E-2
1.645000E-8	4.524916E-2
1.650000E-8	4.531767E-2
1.655000E-8	4.545814E-2
1.660000E-8	4.566026E-2
1.665000E-8	4.593776E-2
1.670000E-8	4.627692E-2
1.675000E-8	4.667775E-2
1.680000E-8	4.712997E-2
1.685000E-8	4.760617E-2
1.690000E-8	4.809950E-2
1.695000E-8	4.862023E-2
1.700000E-8	4.915467E-2
1.705000E-8	4.969254E-2
1.710000E-8	5.020299E-2
1.715000E-8	5.066891E-2
1.720000E-8	5.109372E-2
1.725000E-8	5.147742E-2
1.730000E-8	5.181316E-2
1.735000E-8	5.208723E-2
1.740000E-8	5.229964E-2
1.745000E-8	5.242297E-2
1.750000E-8	5.245723E-2
1.755000E-8	5.243667E-2
1.760000E-8	5.235445E-2
1.765000E-8	5.220029E-2
1.770000E-8	5.198788E-2
1.775000E-8	5.171724E-2
1.780000E-8	5.136437E-2
1.785000E-8	5.096012E-2
1.790000E-8	5.055586E-2
1.795000E-8	5.012420E-2
1.800000E-8	4.961717E-2
1.805000E-8	4.908273E-2
1.810000E-8	4.855514E-2
1.815000E-8	4.802070E-2
1.820000E-8	4.752052E-2
1.825000E-8	4.707858E-2
1.830000E-8	4.666405E-2
1.835000E-8	4.628035E-2
1.840000E-8	4.599600E-2
1.845000E-8	4.581443E-2
1.850000E-8	4.572878E-2
1.855000E-8	4.574934E-2
1.860000E-8	4.584869E-2
1.865000E-8	4.600628E-2
1.870000E-8	4.624266E-2
1.875000E-8	4.655442E-2
1.880000E-8	4.691756E-2
1.885000E-8	4.733552E-2
1.890000E-8	4.780144E-2
1.895000E-8	4.828107E-2
1.900000E-8	4.878810E-2
1.905000E-8	4.932939E-2
1.910000E-8	4.989466E-2
1.915000E-8	5.048392E-2
1.920000E-8	5.106632E-2
1.925000E-8	5.161789E-2
1.930000E-8	5.213177E-2
1.935000E-8	5.259084E-2
1.940000E-8	5.300195E-2
1.945000E-8	5.335481E-2
1.950000E-8	5.360490E-2
1.955000E-8	5.375222E-2
1.960000E-8	5.380360E-2
1.965000E-8	5.374536E-2
