Study Name	CASS
Sample Name	S52-CF8-290C-30khr
Run Name	spot08
Operator	Saleem
Date	5/4/2019
Time	01:12
Sign	NEG
Grating Spacing	6.40 um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	01:14:11
	
Time	Amplitude
0.000000E+0	-5.686978E-4
5.000000E-11	-5.584201E-4
1.000000E-10	-5.241612E-4
1.500000E-10	-4.659211E-4
2.000000E-10	-4.042550E-4
2.500000E-10	-3.460149E-4
3.000000E-10	-2.843489E-4
3.500000E-10	-2.363864E-4
4.000000E-10	-2.261087E-4
4.500000E-10	-2.432382E-4
5.000000E-10	-2.569418E-4
5.500000E-10	-2.980524E-4
6.000000E-10	-3.836997E-4
6.500000E-10	-4.556434E-4
7.000000E-10	-5.001800E-4
7.500000E-10	-5.515683E-4
8.000000E-10	-6.029567E-4
8.500000E-10	-6.166602E-4
9.000000E-10	-5.926790E-4
9.500000E-10	-5.515683E-4
1.000000E-9	-4.830505E-4
1.050000E-9	-3.939774E-4
1.100000E-9	-3.049042E-4
1.150000E-9	-2.261087E-4
1.200000E-9	-1.575909E-4
1.250000E-9	-1.199062E-4
1.300000E-9	-1.164803E-4
1.350000E-9	-1.473133E-4
1.400000E-9	-2.021275E-4
1.450000E-9	-2.740712E-4
1.500000E-9	-3.494408E-4
1.550000E-9	-4.213845E-4
1.600000E-9	-4.899023E-4
1.650000E-9	-5.549942E-4
1.700000E-9	-5.892531E-4
1.750000E-9	-5.824013E-4
1.800000E-9	-5.721236E-4
1.850000E-9	-5.618460E-4
1.900000E-9	-5.104576E-4
1.950000E-9	-4.385139E-4
2.000000E-9	-3.871256E-4
2.050000E-9	-3.460149E-4
2.100000E-9	-3.014783E-4
2.150000E-9	-2.774971E-4
2.200000E-9	-2.774971E-4
2.250000E-9	-2.740712E-4
2.300000E-9	-2.637935E-4
2.350000E-9	-2.740712E-4
2.400000E-9	-2.877748E-4
2.450000E-9	-2.809230E-4
2.500000E-9	-2.603676E-4
2.550000E-9	-2.466641E-4
2.600000E-9	-2.398123E-4
2.650000E-9	-2.295346E-4
2.700000E-9	-2.124052E-4
2.750000E-9	-2.021275E-4
2.800000E-9	-2.089793E-4
2.850000E-9	-2.055534E-4
2.900000E-9	-1.952757E-4
2.950000E-9	-2.021275E-4
3.000000E-9	-2.295346E-4
3.050000E-9	-2.535159E-4
3.100000E-9	-2.774971E-4
3.150000E-9	-3.083301E-4
3.200000E-9	-3.186078E-4
3.250000E-9	-3.049042E-4
3.300000E-9	-2.843489E-4
3.350000E-9	-2.603676E-4
3.400000E-9	-2.295346E-4
3.450000E-9	-1.952757E-4
3.500000E-9	-1.610168E-4
3.550000E-9	-1.199062E-4
3.600000E-9	-8.222136E-5
3.650000E-9	-5.824013E-5
3.700000E-9	-4.453657E-5
3.750000E-9	-5.824013E-5
3.800000E-9	-9.249903E-5
3.850000E-9	-1.336097E-4
3.900000E-9	-1.849981E-4
3.950000E-9	-2.535159E-4
4.000000E-9	-3.254596E-4
4.050000E-9	-3.871256E-4
4.100000E-9	-4.419398E-4
4.150000E-9	-4.727728E-4
4.200000E-9	-4.727728E-4
4.250000E-9	-4.761987E-4
4.300000E-9	-4.727728E-4
4.350000E-9	-4.522175E-4
4.400000E-9	-4.453657E-4
4.450000E-9	-4.727728E-4
4.500000E-9	-4.967541E-4
4.550000E-9	-5.173094E-4
4.600000E-9	-5.618460E-4
4.650000E-9	-6.132343E-4
4.700000E-9	-6.543450E-4
4.750000E-9	-6.920298E-4
4.800000E-9	-7.091593E-4
4.850000E-9	-6.954557E-4
4.900000E-9	-6.817521E-4
4.950000E-9	-6.543450E-4
5.000000E-9	-5.892531E-4
5.050000E-9	-5.275871E-4
5.100000E-9	-4.933282E-4
5.150000E-9	-4.453657E-4
5.200000E-9	-3.939774E-4
5.250000E-9	-3.699961E-4
5.300000E-9	-3.631444E-4
5.350000E-9	-3.562926E-4
5.400000E-9	-3.597185E-4
5.450000E-9	-3.631444E-4
5.500000E-9	-3.528667E-4
5.550000E-9	-3.425890E-4
5.600000E-9	-3.288854E-4
5.650000E-9	-3.049042E-4
5.700000E-9	-2.912007E-4
5.750000E-9	-3.014783E-4
5.800000E-9	-2.980524E-4
5.850000E-9	-2.912007E-4
5.900000E-9	-3.014783E-4
5.950000E-9	-3.254596E-4
6.000000E-9	-3.460149E-4
6.050000E-9	-3.699961E-4
6.100000E-9	-3.974033E-4
6.150000E-9	-4.179586E-4
6.200000E-9	-4.385139E-4
6.250000E-9	-4.522175E-4
6.300000E-9	-4.556434E-4
6.350000E-9	-4.385139E-4
6.400000E-9	-4.111068E-4
6.450000E-9	-3.597185E-4
6.500000E-9	-2.980524E-4
6.550000E-9	-2.329605E-4
6.600000E-9	-1.678686E-4
6.650000E-9	-1.233320E-4
6.700000E-9	-9.935081E-5
6.750000E-9	-6.166602E-5
6.800000E-9	-3.083301E-5
6.850000E-9	-3.768479E-5
6.900000E-9	-6.851780E-5
6.950000E-9	-8.564725E-5
7.000000E-9	-9.592492E-5
7.050000E-9	-1.301838E-4
7.100000E-9	-1.747204E-4
7.150000E-9	-2.089793E-4
7.200000E-9	-2.261087E-4
7.250000E-9	-2.363864E-4
7.300000E-9	-2.535159E-4
7.350000E-9	-2.706453E-4
7.400000E-9	-2.706453E-4
7.450000E-9	-2.569418E-4
7.500000E-9	-2.569418E-4
7.550000E-9	-2.809230E-4
7.600000E-9	-3.117560E-4
7.650000E-9	-3.254596E-4
7.700000E-9	-3.357372E-4
7.750000E-9	-3.597185E-4
7.800000E-9	-3.974033E-4
7.850000E-9	-4.145327E-4
7.900000E-9	-4.213845E-4
7.950000E-9	-4.419398E-4
8.000000E-9	-4.624952E-4
8.050000E-9	-4.556434E-4
8.100000E-9	-4.453657E-4
8.150000E-9	-4.522175E-4
8.200000E-9	-4.522175E-4
8.250000E-9	-4.487916E-4
8.300000E-9	-4.453657E-4
8.350000E-9	-4.419398E-4
8.400000E-9	-4.350880E-4
8.450000E-9	-4.350880E-4
