Study Name	CASS
Sample Name	S43-CASS-CF8-Unaged-10khr
Run Name	spot08
Operator	Ben/Saleem/Mike
Date	5/3/2019
Time	16:55
Sign	FIX
Grating Spacing	6.40 um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	16:57:08
	
Time	Amplitude
0.000000E+0	-3.768479E-5
5.000000E-11	-1.130544E-4
1.000000E-10	-1.610168E-4
1.500000E-10	-2.021275E-4
2.000000E-10	-2.569418E-4
2.500000E-10	-2.946265E-4
3.000000E-10	-2.809230E-4
3.500000E-10	-2.569418E-4
4.000000E-10	-2.363864E-4
4.500000E-10	-1.815722E-4
5.000000E-10	-1.164803E-4
5.500000E-10	-5.824013E-5
6.000000E-10	3.425890E-6
6.500000E-10	7.194369E-5
7.000000E-10	1.062026E-4
7.500000E-10	1.267579E-4
8.000000E-10	1.233320E-4
8.500000E-10	6.851780E-5
9.000000E-10	-3.425890E-5
9.500000E-10	-1.370356E-4
1.000000E-9	-2.295346E-4
1.050000E-9	-3.254596E-4
1.100000E-9	-3.939774E-4
1.150000E-9	-4.179586E-4
1.200000E-9	-4.179586E-4
1.250000E-9	-4.008291E-4
1.300000E-9	-3.357372E-4
1.350000E-9	-2.089793E-4
1.400000E-9	-6.509191E-5
1.450000E-9	6.851780E-5
1.500000E-9	1.987016E-4
1.550000E-9	3.083301E-4
1.600000E-9	3.665702E-4
1.650000E-9	3.974033E-4
1.700000E-9	4.111068E-4
1.750000E-9	3.699961E-4
1.800000E-9	2.809230E-4
1.850000E-9	2.158311E-4
1.900000E-9	1.644427E-4
1.950000E-9	9.935081E-5
2.000000E-9	2.740712E-5
2.050000E-9	-1.027767E-5
2.100000E-9	1.027767E-5
2.150000E-9	6.166602E-5
2.200000E-9	1.233320E-4
2.250000E-9	1.815722E-4
2.300000E-9	2.466641E-4
2.350000E-9	2.912007E-4
2.400000E-9	2.980524E-4
2.450000E-9	2.877748E-4
2.500000E-9	2.637935E-4
2.550000E-9	1.918498E-4
2.600000E-9	8.222136E-5
2.650000E-9	-3.083301E-5
2.700000E-9	-1.267579E-4
2.750000E-9	-2.158311E-4
2.800000E-9	-2.912007E-4
2.850000E-9	-3.528667E-4
2.900000E-9	-3.802738E-4
2.950000E-9	-3.734220E-4
3.000000E-9	-3.357372E-4
3.050000E-9	-2.603676E-4
3.100000E-9	-1.918498E-4
3.150000E-9	-1.199062E-4
3.200000E-9	-5.138835E-5
3.250000E-9	-1.370356E-5
3.300000E-9	3.425890E-6
3.350000E-9	3.425890E-6
3.400000E-9	-2.055534E-5
3.450000E-9	-6.166602E-5
3.500000E-9	-1.062026E-4
3.550000E-9	-1.575909E-4
3.600000E-9	-2.192570E-4
3.650000E-9	-2.569418E-4
3.700000E-9	-2.672194E-4
3.750000E-9	-2.740712E-4
3.800000E-9	-2.740712E-4
3.850000E-9	-2.706453E-4
3.900000E-9	-2.535159E-4
3.950000E-9	-2.329605E-4
4.000000E-9	-2.226829E-4
4.050000E-9	-2.329605E-4
4.100000E-9	-2.569418E-4
4.150000E-9	-3.014783E-4
4.200000E-9	-3.494408E-4
4.250000E-9	-3.836997E-4
4.300000E-9	-4.008291E-4
4.350000E-9	-4.282363E-4
4.400000E-9	-4.556434E-4
4.450000E-9	-4.590693E-4
4.500000E-9	-4.145327E-4
4.550000E-9	-3.631444E-4
4.600000E-9	-3.083301E-4
4.650000E-9	-2.295346E-4
4.700000E-9	-1.541651E-4
4.750000E-9	-1.199062E-4
4.800000E-9	-9.249903E-5
4.850000E-9	-4.796246E-5
4.900000E-9	-2.398123E-5
4.950000E-9	-4.796246E-5
