Study Name	CASS
Sample Name	S43-CF8-330C-10khr
Run Name	spot00
Operator	Ben/Saleem/Mike
Date	5/3/2019
Time	17:45
Sign	FIX
Grating Spacing	6.40 um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	17:47:47
	
Time	Amplitude
0.000000E+0	-3.734220E-4
5.000000E-11	-3.768479E-4
1.000000E-10	-3.734220E-4
1.500000E-10	-3.597185E-4
2.000000E-10	-3.631444E-4
2.500000E-10	-3.665702E-4
3.000000E-10	-3.528667E-4
3.500000E-10	-3.391631E-4
4.000000E-10	-3.288854E-4
4.500000E-10	-3.117560E-4
5.000000E-10	-3.186078E-4
5.500000E-10	-3.391631E-4
6.000000E-10	-3.254596E-4
6.500000E-10	-3.083301E-4
7.000000E-10	-3.220337E-4
7.500000E-10	-3.460149E-4
8.000000E-10	-3.528667E-4
8.500000E-10	-3.391631E-4
9.000000E-10	-3.117560E-4
9.500000E-10	-2.740712E-4
1.000000E-9	-2.500900E-4
1.050000E-9	-2.158311E-4
1.100000E-9	-1.507392E-4
1.150000E-9	-8.907314E-5
1.200000E-9	-5.824013E-5
1.250000E-9	-1.370356E-5
1.300000E-9	2.398123E-5
1.350000E-9	2.740712E-5
1.400000E-9	6.851780E-6
1.450000E-9	-3.768479E-5
1.500000E-9	-9.592492E-5
1.550000E-9	-1.610168E-4
1.600000E-9	-2.398123E-4
1.650000E-9	-3.323113E-4
1.700000E-9	-3.974033E-4
1.750000E-9	-4.453657E-4
1.800000E-9	-5.001800E-4
1.850000E-9	-5.275871E-4
1.900000E-9	-4.864764E-4
1.950000E-9	-4.522175E-4
2.000000E-9	-4.385139E-4
2.050000E-9	-4.008291E-4
2.100000E-9	-3.425890E-4
2.150000E-9	-2.980524E-4
2.200000E-9	-2.603676E-4
2.250000E-9	-2.535159E-4
2.300000E-9	-2.535159E-4
2.350000E-9	-2.226829E-4
2.400000E-9	-2.158311E-4
2.450000E-9	-2.535159E-4
2.500000E-9	-2.569418E-4
2.550000E-9	-2.295346E-4
2.600000E-9	-2.261087E-4
2.650000E-9	-1.987016E-4
2.700000E-9	-1.438874E-4
2.750000E-9	-9.935081E-5
2.800000E-9	-3.768479E-5
2.850000E-9	3.425890E-5
2.900000E-9	6.166602E-5
2.950000E-9	6.166602E-5
3.000000E-9	6.851780E-5
3.050000E-9	6.509191E-5
3.100000E-9	4.453657E-5
3.150000E-9	1.370356E-5
3.200000E-9	-2.740712E-5
3.250000E-9	-6.509191E-5
3.300000E-9	-1.062026E-4
3.350000E-9	-1.404615E-4
3.400000E-9	-1.438874E-4
3.450000E-9	-1.233320E-4
3.500000E-9	-1.027767E-4
3.550000E-9	-5.824013E-5
3.600000E-9	3.425890E-6
3.650000E-9	5.824013E-5
3.700000E-9	1.062026E-4
3.750000E-9	1.610168E-4
3.800000E-9	1.747204E-4
3.850000E-9	1.473133E-4
3.900000E-9	1.336097E-4
3.950000E-9	9.935081E-5
4.000000E-9	-1.027767E-5
4.050000E-9	-1.404615E-4
4.100000E-9	-2.398123E-4
4.150000E-9	-3.494408E-4
4.200000E-9	-4.727728E-4
4.250000E-9	-5.447165E-4
4.300000E-9	-5.549942E-4
4.350000E-9	-5.207353E-4
4.400000E-9	-4.624952E-4
4.450000E-9	-3.939774E-4
4.500000E-9	-3.083301E-4
4.550000E-9	-1.918498E-4
4.600000E-9	-6.851780E-5
4.650000E-9	2.398123E-5
4.700000E-9	8.907314E-5
4.750000E-9	1.199062E-4
4.800000E-9	1.027767E-4
4.850000E-9	6.509191E-5
4.900000E-9	6.851780E-6
4.950000E-9	-9.935081E-5
5.000000E-9	-1.952757E-4
5.050000E-9	-2.500900E-4
5.100000E-9	-3.117560E-4
5.150000E-9	-3.528667E-4
5.200000E-9	-3.494408E-4
5.250000E-9	-3.357372E-4
5.300000E-9	-3.186078E-4
5.350000E-9	-2.809230E-4
5.400000E-9	-2.466641E-4
5.450000E-9	-2.158311E-4
5.500000E-9	-1.781463E-4
5.550000E-9	-1.610168E-4
5.600000E-9	-1.849981E-4
5.650000E-9	-2.089793E-4
5.700000E-9	-2.226829E-4
5.750000E-9	-2.603676E-4
5.800000E-9	-3.117560E-4
5.850000E-9	-3.391631E-4
5.900000E-9	-3.494408E-4
5.950000E-9	-3.425890E-4
6.000000E-9	-3.151819E-4
6.050000E-9	-2.809230E-4
6.100000E-9	-2.603676E-4
6.150000E-9	-2.535159E-4
6.200000E-9	-2.603676E-4
6.250000E-9	-2.706453E-4
6.300000E-9	-2.946265E-4
6.350000E-9	-3.425890E-4
6.400000E-9	-4.111068E-4
6.450000E-9	-4.796246E-4
6.500000E-9	-5.344389E-4
6.550000E-9	-5.652719E-4
6.600000E-9	-5.926790E-4
6.650000E-9	-6.166602E-4
6.700000E-9	-6.063825E-4
6.750000E-9	-5.652719E-4
6.800000E-9	-5.104576E-4
6.850000E-9	-4.111068E-4
6.900000E-9	-2.877748E-4
6.950000E-9	-2.021275E-4
7.000000E-9	-1.404615E-4
7.050000E-9	-6.166602E-5
7.100000E-9	3.425890E-6
7.150000E-9	1.370356E-5
7.200000E-9	-6.851780E-6
7.250000E-9	-3.768479E-5
7.300000E-9	-8.222136E-5
7.350000E-9	-1.438874E-4
7.400000E-9	-2.192570E-4
7.450000E-9	-2.809230E-4
7.500000E-9	-3.254596E-4
7.550000E-9	-3.597185E-4
7.600000E-9	-3.871256E-4
7.650000E-9	-4.111068E-4
7.700000E-9	-4.076809E-4
7.750000E-9	-3.768479E-4
7.800000E-9	-3.665702E-4
7.850000E-9	-3.871256E-4
7.900000E-9	-3.836997E-4
7.950000E-9	-3.528667E-4
8.000000E-9	-3.425890E-4
8.050000E-9	-3.425890E-4
8.100000E-9	-3.391631E-4
8.150000E-9	-3.494408E-4
8.200000E-9	-3.699961E-4
8.250000E-9	-3.939774E-4
8.300000E-9	-4.282363E-4
8.350000E-9	-4.864764E-4
8.400000E-9	-5.275871E-4
8.450000E-9	-5.447165E-4
8.500000E-9	-5.789754E-4
8.550000E-9	-6.337897E-4
8.600000E-9	-6.509191E-4
8.650000E-9	-6.406414E-4
8.700000E-9	-6.235120E-4
8.750000E-9	-5.892531E-4
