Study Name	Steel-Set-1st-Attempt
Sample Name	K23CF8MUA10kCtr
Run Name	spot03
Operator	Saleem Aldajani
Date	3/25/2019
Time	17:32
Sign	FIX
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	17:34:25
	
Time	Amplitude
0.000000E+0	3.785620E-4
5.000000E-11	4.145339E-4
1.000000E-10	4.642095E-4
1.500000E-10	5.258757E-4
2.000000E-10	5.789771E-4
2.500000E-10	6.012455E-4
3.000000E-10	6.183750E-4
3.500000E-10	6.457822E-4
4.000000E-10	6.697635E-4
4.500000E-10	6.886059E-4
5.000000E-10	7.057354E-4
5.500000E-10	7.365685E-4
6.000000E-10	7.708275E-4
6.500000E-10	8.102254E-4
7.000000E-10	8.427714E-4
7.500000E-10	8.479103E-4
8.000000E-10	8.376326E-4
8.500000E-10	8.290678E-4
9.000000E-10	8.102254E-4
9.500000E-10	7.554110E-4
1.000000E-9	6.783282E-4
1.050000E-9	6.080973E-4
1.100000E-9	5.601347E-4
1.150000E-9	5.224498E-4
1.200000E-9	4.967555E-4
1.250000E-9	5.053203E-4
1.300000E-9	5.618476E-4
1.350000E-9	6.509210E-4
1.400000E-9	7.485592E-4
1.450000E-9	8.479103E-4
1.500000E-9	9.421225E-4
1.550000E-9	1.020918E-3
1.600000E-9	1.062029E-3
1.650000E-9	1.068881E-3
1.700000E-9	1.050038E-3
1.750000E-9	9.986499E-4
1.800000E-9	9.232801E-4
1.850000E-9	8.513362E-4
1.900000E-9	7.845311E-4
1.950000E-9	7.125872E-4
2.000000E-9	6.526340E-4
2.050000E-9	6.218009E-4
2.100000E-9	6.166620E-4
2.150000E-9	6.200879E-4
2.200000E-9	6.423563E-4
2.250000E-9	6.851800E-4
2.300000E-9	7.348556E-4
2.350000E-9	7.674016E-4
2.400000E-9	8.016606E-4
2.450000E-9	8.530491E-4
2.500000E-9	9.044376E-4
2.550000E-9	9.421225E-4
2.600000E-9	9.729556E-4
2.650000E-9	1.026057E-3
2.700000E-9	1.101427E-3
2.750000E-9	1.149389E-3
2.800000E-9	1.168232E-3
2.850000E-9	1.192213E-3
2.900000E-9	1.209343E-3
2.950000E-9	1.187074E-3
3.000000E-9	1.137399E-3
3.050000E-9	1.084297E-3
3.100000E-9	1.031196E-3
3.150000E-9	9.729556E-4
3.200000E-9	9.164283E-4
3.250000E-9	8.684657E-4
3.300000E-9	8.376326E-4
3.350000E-9	8.256419E-4
3.400000E-9	8.427714E-4
3.450000E-9	8.907340E-4
3.500000E-9	9.541132E-4
3.550000E-9	1.020918E-3
3.600000E-9	1.104853E-3
3.650000E-9	1.188787E-3
3.700000E-9	1.250454E-3
3.750000E-9	1.303555E-3
3.800000E-9	1.336101E-3
3.850000E-9	1.325823E-3
3.900000E-9	1.296703E-3
