Study Name	Steel-Set-1st-Attempt
Sample Name	S52CF8UA30kCtr
Run Name	spot08
Operator	Saleem
Date	3/25/2019
Time	21:03
Sign	POS
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	21:05:44
	
Time	Amplitude
0.000000E+0	-3.922656E-4
5.000000E-11	-3.460159E-4
1.000000E-10	-3.049051E-4
1.500000E-10	-2.757850E-4
2.000000E-10	-2.466648E-4
2.500000E-10	-2.158317E-4
3.000000E-10	-1.832857E-4
3.500000E-10	-1.507396E-4
4.000000E-10	-1.353231E-4
4.500000E-10	-1.421749E-4
5.000000E-10	-1.524526E-4
5.500000E-10	-1.712950E-4
6.000000E-10	-2.209706E-4
6.500000E-10	-2.792109E-4
7.000000E-10	-3.340253E-4
7.500000E-10	-4.042562E-4
8.000000E-10	-4.693483E-4
8.500000E-10	-5.190239E-4
9.000000E-10	-5.652735E-4
9.500000E-10	-6.063843E-4
1.000000E-9	-6.286527E-4
1.050000E-9	-6.440692E-4
1.100000E-9	-6.492081E-4
1.150000E-9	-6.389304E-4
1.200000E-9	-6.337915E-4
1.250000E-9	-6.286527E-4
1.300000E-9	-6.063843E-4
1.350000E-9	-5.772642E-4
1.400000E-9	-5.532829E-4
1.450000E-9	-5.258757E-4
1.500000E-9	-4.950426E-4
1.550000E-9	-4.590706E-4
1.600000E-9	-4.196728E-4
1.650000E-9	-3.888397E-4
1.700000E-9	-3.511548E-4
1.750000E-9	-3.117569E-4
1.800000E-9	-2.946274E-4
1.850000E-9	-2.946274E-4
1.900000E-9	-3.100440E-4
1.950000E-9	-3.494418E-4
2.000000E-9	-4.008303E-4
2.050000E-9	-4.368023E-4
2.100000E-9	-4.710613E-4
2.150000E-9	-5.001814E-4
2.200000E-9	-5.087462E-4
2.250000E-9	-5.018944E-4
2.300000E-9	-4.881908E-4
2.350000E-9	-4.590706E-4
2.400000E-9	-4.179598E-4
2.450000E-9	-3.802749E-4
2.500000E-9	-3.580066E-4
2.550000E-9	-3.511548E-4
2.600000E-9	-3.545807E-4
2.650000E-9	-3.717102E-4
2.700000E-9	-3.991174E-4
2.750000E-9	-4.350893E-4
2.800000E-9	-4.744872E-4
2.850000E-9	-5.053203E-4
2.900000E-9	-5.173109E-4
2.950000E-9	-5.138850E-4
3.000000E-9	-4.899037E-4
3.050000E-9	-4.487929E-4
3.100000E-9	-4.025433E-4
3.150000E-9	-3.511548E-4
3.200000E-9	-3.049051E-4
3.250000E-9	-2.757850E-4
3.300000E-9	-2.706461E-4
3.350000E-9	-3.066181E-4
3.400000E-9	-3.888397E-4
3.450000E-9	-4.864778E-4
3.500000E-9	-5.841160E-4
3.550000E-9	-6.886059E-4
3.600000E-9	-7.862441E-4
3.650000E-9	-8.633268E-4
3.700000E-9	-9.147153E-4
3.750000E-9	-9.301319E-4
3.800000E-9	-9.164283E-4
3.850000E-9	-8.838822E-4
3.900000E-9	-8.239290E-4
3.950000E-9	-7.417074E-4
4.000000E-9	-6.509210E-4
4.050000E-9	-5.498570E-4
4.100000E-9	-4.573577E-4
4.150000E-9	-3.939785E-4
4.200000E-9	-3.477289E-4
4.250000E-9	-3.220346E-4
4.300000E-9	-3.340253E-4
4.350000E-9	-3.734231E-4
4.400000E-9	-4.145339E-4
4.450000E-9	-4.676354E-4
4.500000E-9	-5.293016E-4
4.550000E-9	-5.755512E-4
4.600000E-9	-6.115232E-4
4.650000E-9	-6.526340E-4
4.700000E-9	-6.868930E-4
4.750000E-9	-7.108743E-4
4.800000E-9	-7.297167E-4
4.850000E-9	-7.451333E-4
4.900000E-9	-7.571239E-4
4.950000E-9	-7.639757E-4
5.000000E-9	-7.656887E-4
5.050000E-9	-7.811052E-4
5.100000E-9	-8.102254E-4
5.150000E-9	-8.410585E-4
5.200000E-9	-8.667527E-4
5.250000E-9	-8.975858E-4
5.300000E-9	-9.284189E-4
5.350000E-9	-9.506873E-4
5.400000E-9	-9.626779E-4
5.450000E-9	-9.661038E-4
5.500000E-9	-9.643909E-4
5.550000E-9	-9.558261E-4
5.600000E-9	-9.249930E-4
5.650000E-9	-8.753175E-4
5.700000E-9	-8.205031E-4
5.750000E-9	-7.656887E-4
5.800000E-9	-7.211520E-4
5.850000E-9	-6.783282E-4
5.900000E-9	-6.303656E-4
5.950000E-9	-5.892548E-4
6.000000E-9	-5.601347E-4
6.050000E-9	-5.412922E-4
6.100000E-9	-5.361534E-4
6.150000E-9	-5.378663E-4
6.200000E-9	-5.481440E-4
6.250000E-9	-5.686994E-4
6.300000E-9	-5.961066E-4
6.350000E-9	-6.166620E-4
6.400000E-9	-6.320786E-4
6.450000E-9	-6.406433E-4
6.500000E-9	-6.286527E-4
6.550000E-9	-5.961066E-4
6.600000E-9	-5.532829E-4
6.650000E-9	-4.967555E-4
6.700000E-9	-4.385152E-4
6.750000E-9	-3.871267E-4
6.800000E-9	-3.374512E-4
6.850000E-9	-3.066181E-4
6.900000E-9	-3.134699E-4
6.950000E-9	-3.374512E-4
7.000000E-9	-3.734231E-4
7.050000E-9	-4.402282E-4
7.100000E-9	-5.241627E-4
7.150000E-9	-5.961066E-4
7.200000E-9	-6.629117E-4
7.250000E-9	-7.365685E-4
7.300000E-9	-7.879570E-4
7.350000E-9	-8.119383E-4
7.400000E-9	-8.205031E-4
7.450000E-9	-8.067995E-4
7.500000E-9	-7.759664E-4
7.550000E-9	-7.485592E-4
7.600000E-9	-7.160131E-4
7.650000E-9	-6.731894E-4
7.700000E-9	-6.406433E-4
7.750000E-9	-6.080973E-4
7.800000E-9	-5.618476E-4
7.850000E-9	-5.310145E-4
7.900000E-9	-5.087462E-4
7.950000E-9	-4.779131E-4
8.000000E-9	-4.470800E-4
8.050000E-9	-4.230987E-4
8.100000E-9	-4.025433E-4
8.150000E-9	-3.922656E-4
8.200000E-9	-3.956915E-4
8.250000E-9	-3.991174E-4
8.300000E-9	-4.076821E-4
8.350000E-9	-4.316634E-4
8.400000E-9	-4.642095E-4
8.450000E-9	-5.018944E-4
8.500000E-9	-5.412922E-4
8.550000E-9	-5.567088E-4
8.600000E-9	-5.549958E-4
8.650000E-9	-5.498570E-4
8.700000E-9	-5.327275E-4
8.750000E-9	-5.070332E-4
8.800000E-9	-4.864778E-4
8.850000E-9	-4.642095E-4
8.900000E-9	-4.436541E-4
8.950000E-9	-4.470800E-4
9.000000E-9	-4.642095E-4
9.050000E-9	-4.933296E-4
9.100000E-9	-5.498570E-4
9.150000E-9	-6.183750E-4
9.200000E-9	-6.646246E-4
9.250000E-9	-6.954577E-4
9.300000E-9	-7.280038E-4
9.350000E-9	-7.365685E-4
9.400000E-9	-7.125872E-4
9.450000E-9	-6.663376E-4
9.500000E-9	-5.858289E-4
9.550000E-9	-4.624965E-4
9.600000E-9	-3.066181E-4
9.650000E-9	-1.336101E-4
9.700000E-9	6.337915E-5
9.750000E-9	2.535166E-4
9.800000E-9	4.316634E-4
9.850000E-9	6.252268E-4
9.900000E-9	8.307808E-4
9.950000E-9	1.017492E-3
1.000000E-8	1.211056E-3
1.005000E-8	1.444017E-3
1.010000E-8	1.718089E-3
1.015000E-8	2.060679E-3
1.020000E-8	2.504333E-3
1.025000E-8	3.055903E-3
1.030000E-8	3.734231E-3
1.035000E-8	4.568438E-3
1.040000E-8	5.555097E-3
1.045000E-8	6.682218E-3
1.050000E-8	7.941236E-3
1.055000E-8	9.292754E-3
1.060000E-8	1.070422E-2
1.065000E-8	1.216708E-2
1.070000E-8	1.363851E-2
1.075000E-8	1.506882E-2
1.080000E-8	1.643918E-2
1.085000E-8	1.773246E-2
1.090000E-8	1.893324E-2
1.095000E-8	2.004837E-2
1.100000E-8	2.107271E-2
1.105000E-8	2.200113E-2
1.110000E-8	2.285589E-2
1.115000E-8	2.363528E-2
1.120000E-8	2.431190E-2
1.125000E-8	2.491143E-2
1.130000E-8	2.547328E-2
1.135000E-8	2.595805E-2
1.140000E-8	2.634003E-2
1.145000E-8	2.665350E-2
1.150000E-8	2.688475E-2
1.155000E-8	2.698239E-2
1.160000E-8	2.697382E-2
1.165000E-8	2.689674E-2
1.170000E-8	2.670147E-2
1.175000E-8	2.639999E-2
1.180000E-8	2.605911E-2
1.185000E-8	2.565657E-2
1.190000E-8	2.519750E-2
1.195000E-8	2.475384E-2
1.200000E-8	2.432732E-2
1.205000E-8	2.388366E-2
1.210000E-8	2.348797E-2
1.215000E-8	2.318478E-2
1.220000E-8	2.294325E-2
1.225000E-8	2.274626E-2
1.230000E-8	2.259381E-2
1.235000E-8	2.247904E-2
1.240000E-8	2.239340E-2
1.245000E-8	2.232659E-2
1.250000E-8	2.227178E-2
1.255000E-8	2.220668E-2
1.260000E-8	2.209706E-2
1.265000E-8	2.193090E-2
1.270000E-8	2.170993E-2
1.275000E-8	2.144271E-2
1.280000E-8	2.113780E-2
1.285000E-8	2.081406E-2
1.290000E-8	2.047318E-2
1.295000E-8	2.010832E-2
1.300000E-8	1.973490E-2
1.305000E-8	1.938546E-2
1.310000E-8	1.908055E-2
1.315000E-8	1.881676E-2
1.320000E-8	1.860092E-2
1.325000E-8	1.842963E-2
1.330000E-8	1.829945E-2
1.335000E-8	1.821208E-2
1.340000E-8	1.817611E-2
1.345000E-8	1.819324E-2
1.350000E-8	1.826519E-2
1.355000E-8	1.837139E-2
1.360000E-8	1.850500E-2
1.365000E-8	1.866602E-2
1.370000E-8	1.885273E-2
1.375000E-8	1.907027E-2
1.380000E-8	1.932036E-2
1.385000E-8	1.959444E-2
1.390000E-8	1.987879E-2
1.395000E-8	2.017170E-2
1.400000E-8	2.047832E-2
1.405000E-8	2.079864E-2
1.410000E-8	2.110868E-2
1.415000E-8	2.139817E-2
1.420000E-8	2.168081E-2
1.425000E-8	2.195317E-2
1.430000E-8	2.219641E-2
1.435000E-8	2.242252E-2
1.440000E-8	2.264520E-2
1.445000E-8	2.283705E-2
1.450000E-8	2.299122E-2
1.455000E-8	2.314538E-2
1.460000E-8	2.331668E-2
1.465000E-8	2.345885E-2
1.470000E-8	2.354279E-2
1.475000E-8	2.358732E-2
1.480000E-8	2.358561E-2
1.485000E-8	2.351880E-2
1.490000E-8	2.340232E-2
1.495000E-8	2.323959E-2
1.500000E-8	2.302547E-2
1.505000E-8	2.276511E-2
1.510000E-8	2.246191E-2
1.515000E-8	2.212618E-2
1.520000E-8	2.179386E-2
1.525000E-8	2.148039E-2
1.530000E-8	2.115836E-2
1.535000E-8	2.083119E-2
1.540000E-8	2.055369E-2
1.545000E-8	2.032929E-2
1.550000E-8	2.011517E-2
1.555000E-8	1.991133E-2
1.560000E-8	1.974175E-2
1.565000E-8	1.959615E-2
1.570000E-8	1.944027E-2
1.575000E-8	1.929124E-2
1.580000E-8	1.917476E-2
1.585000E-8	1.906856E-2
1.590000E-8	1.895722E-2
1.595000E-8	1.888527E-2
1.600000E-8	1.884930E-2
1.605000E-8	1.879963E-2
1.610000E-8	1.876708E-2
1.615000E-8	1.878250E-2
1.620000E-8	1.881504E-2
1.625000E-8	1.884759E-2
1.630000E-8	1.890412E-2
1.635000E-8	1.897777E-2
1.640000E-8	1.907027E-2
1.645000E-8	1.916962E-2
1.650000E-8	1.923643E-2
1.655000E-8	1.927411E-2
1.660000E-8	1.931351E-2
1.665000E-8	1.933921E-2
1.670000E-8	1.933235E-2
1.675000E-8	1.933235E-2
1.680000E-8	1.936661E-2
1.685000E-8	1.941800E-2
1.690000E-8	1.946939E-2
1.695000E-8	1.953791E-2
1.700000E-8	1.963726E-2
1.705000E-8	1.976573E-2
1.710000E-8	1.993703E-2
1.715000E-8	2.013744E-2
1.720000E-8	2.032244E-2
1.725000E-8	2.050059E-2
1.730000E-8	2.070614E-2
1.735000E-8	2.091341E-2
1.740000E-8	2.108470E-2
1.745000E-8	2.124401E-2
1.750000E-8	2.139817E-2
1.755000E-8	2.154549E-2
1.760000E-8	2.168081E-2
1.765000E-8	2.180072E-2
1.770000E-8	2.190007E-2
1.775000E-8	2.198914E-2
1.780000E-8	2.207136E-2
1.785000E-8	2.213645E-2
1.790000E-8	2.218099E-2
1.795000E-8	2.219812E-2
1.800000E-8	2.218955E-2
1.805000E-8	2.214673E-2
1.810000E-8	2.206794E-2
1.815000E-8	2.194803E-2
1.820000E-8	2.178701E-2
1.825000E-8	2.159687E-2
1.830000E-8	2.138447E-2
1.835000E-8	2.114808E-2
1.840000E-8	2.089799E-2
1.845000E-8	2.065304E-2
1.850000E-8	2.042350E-2
1.855000E-8	2.019568E-2
1.860000E-8	1.997471E-2
1.865000E-8	1.976573E-2
1.870000E-8	1.956874E-2
1.875000E-8	1.939745E-2
1.880000E-8	1.926212E-2
1.885000E-8	1.914564E-2
1.890000E-8	1.902402E-2
1.895000E-8	1.892125E-2
1.900000E-8	1.886129E-2
1.905000E-8	1.881847E-2
1.910000E-8	1.877222E-2
1.915000E-8	1.875166E-2
1.920000E-8	1.875680E-2
1.925000E-8	1.875338E-2
1.930000E-8	1.875166E-2
1.935000E-8	1.877565E-2
1.940000E-8	1.881847E-2
1.945000E-8	1.887500E-2
1.950000E-8	1.896236E-2
1.955000E-8	1.906342E-2
1.960000E-8	1.917305E-2
1.965000E-8	1.931180E-2
1.970000E-8	1.946425E-2
1.975000E-8	1.960300E-2
1.980000E-8	1.973832E-2
1.985000E-8	1.985823E-2
1.990000E-8	1.993874E-2
1.995000E-8	1.998670E-2
2.000000E-8	2.001753E-2
2.005000E-8	2.001240E-2
2.010000E-8	1.996786E-2
2.015000E-8	1.991304E-2
2.020000E-8	1.986166E-2
2.025000E-8	1.980855E-2
2.030000E-8	1.977601E-2
2.035000E-8	1.977258E-2
2.040000E-8	1.979142E-2
2.045000E-8	1.983939E-2
2.050000E-8	1.992504E-2
2.055000E-8	2.004665E-2
2.060000E-8	2.019226E-2
2.065000E-8	2.034985E-2
2.070000E-8	2.051943E-2
2.075000E-8	2.068901E-2
2.080000E-8	2.082776E-2
2.085000E-8	2.093568E-2
2.090000E-8	2.102646E-2
2.095000E-8	2.108128E-2
2.100000E-8	2.109327E-2
2.105000E-8	2.107785E-2
2.110000E-8	2.102817E-2
2.115000E-8	2.094767E-2
2.120000E-8	2.087401E-2
2.125000E-8	2.080378E-2
2.130000E-8	2.071984E-2
2.135000E-8	2.064447E-2
2.140000E-8	2.057938E-2
2.145000E-8	2.050401E-2
2.150000E-8	2.040809E-2
2.155000E-8	2.028475E-2
2.160000E-8	2.011346E-2
2.165000E-8	1.990448E-2
2.170000E-8	1.968008E-2
2.175000E-8	1.943342E-2
2.180000E-8	1.916962E-2
2.185000E-8	1.892296E-2
2.190000E-8	1.871398E-2
2.195000E-8	1.852727E-2
2.200000E-8	1.837139E-2
2.205000E-8	1.826005E-2
2.210000E-8	1.818639E-2
2.215000E-8	1.814699E-2
2.220000E-8	1.814871E-2
2.225000E-8	1.817097E-2
2.230000E-8	1.819838E-2
2.235000E-8	1.823607E-2
2.240000E-8	1.828232E-2
2.245000E-8	1.832514E-2
2.250000E-8	1.834912E-2
2.255000E-8	1.836111E-2
2.260000E-8	1.837653E-2
2.265000E-8	1.839366E-2
2.270000E-8	1.841935E-2
2.275000E-8	1.846731E-2
2.280000E-8	1.854268E-2
2.285000E-8	1.862491E-2
2.290000E-8	1.871741E-2
2.295000E-8	1.883217E-2
2.300000E-8	1.895551E-2
2.305000E-8	1.908569E-2
2.310000E-8	1.922101E-2
2.315000E-8	1.933407E-2
2.320000E-8	1.941971E-2
2.325000E-8	1.950022E-2
2.330000E-8	1.957217E-2
2.335000E-8	1.962184E-2
2.340000E-8	1.965439E-2
2.345000E-8	1.968180E-2
2.350000E-8	1.970235E-2
2.355000E-8	1.971777E-2
2.360000E-8	1.973147E-2
2.365000E-8	1.975545E-2
2.370000E-8	1.979485E-2
2.375000E-8	1.983767E-2
2.380000E-8	1.986508E-2
2.385000E-8	1.988564E-2
2.390000E-8	1.991990E-2
2.395000E-8	1.996272E-2
2.400000E-8	1.999527E-2
2.405000E-8	2.003295E-2
2.410000E-8	2.008434E-2
2.415000E-8	2.012545E-2
2.420000E-8	2.015457E-2
2.425000E-8	2.017513E-2
2.430000E-8	2.016485E-2
2.435000E-8	2.012716E-2
2.440000E-8	2.007235E-2
2.445000E-8	1.996957E-2
2.450000E-8	1.982397E-2
2.455000E-8	1.967323E-2
2.460000E-8	1.950708E-2
2.465000E-8	1.931180E-2
2.470000E-8	1.909939E-2
2.475000E-8	1.888699E-2
2.480000E-8	1.869000E-2
2.485000E-8	1.852042E-2
2.490000E-8	1.836625E-2
2.495000E-8	1.822065E-2
2.500000E-8	1.809389E-2
2.505000E-8	1.797227E-2
2.510000E-8	1.784894E-2
2.515000E-8	1.773417E-2
2.520000E-8	1.763311E-2
2.525000E-8	1.753204E-2
2.530000E-8	1.742927E-2
2.535000E-8	1.733163E-2
2.540000E-8	1.723399E-2
2.545000E-8	1.713464E-2
2.550000E-8	1.705584E-2
2.555000E-8	1.699932E-2
2.560000E-8	1.694450E-2
2.565000E-8	1.689654E-2
2.570000E-8	1.687941E-2
2.575000E-8	1.687941E-2
2.580000E-8	1.689997E-2
2.585000E-8	1.695478E-2
2.590000E-8	1.703015E-2
2.595000E-8	1.713121E-2
2.600000E-8	1.727339E-2
2.605000E-8	1.743954E-2
2.610000E-8	1.761769E-2
2.615000E-8	1.781811E-2
2.620000E-8	1.802195E-2
2.625000E-8	1.821208E-2
2.630000E-8	1.839194E-2
2.635000E-8	1.855467E-2
2.640000E-8	1.870370E-2
2.645000E-8	1.884245E-2
2.650000E-8	1.893495E-2
2.655000E-8	1.897949E-2
2.660000E-8	1.902060E-2
2.665000E-8	1.906513E-2
2.670000E-8	1.910453E-2
2.675000E-8	1.915935E-2
2.680000E-8	1.922958E-2
2.685000E-8	1.930666E-2
2.690000E-8	1.939745E-2
2.695000E-8	1.948652E-2
2.700000E-8	1.955332E-2
2.705000E-8	1.959444E-2
2.710000E-8	1.960471E-2
2.715000E-8	1.958244E-2
2.720000E-8	1.952763E-2
2.725000E-8	1.944883E-2
2.730000E-8	1.936490E-2
2.735000E-8	1.927240E-2
2.740000E-8	1.916449E-2
2.745000E-8	1.904800E-2
2.750000E-8	1.894523E-2
2.755000E-8	1.885958E-2
2.760000E-8	1.877565E-2
2.765000E-8	1.869342E-2
2.770000E-8	1.863176E-2
2.775000E-8	1.858380E-2
2.780000E-8	1.852042E-2
2.785000E-8	1.843819E-2
2.790000E-8	1.834912E-2
2.795000E-8	1.823435E-2
2.800000E-8	1.807334E-2
2.805000E-8	1.789519E-2
2.810000E-8	1.771704E-2
2.815000E-8	1.753033E-2
2.820000E-8	1.734191E-2
2.825000E-8	1.716033E-2
2.830000E-8	1.697876E-2
2.835000E-8	1.680233E-2
2.840000E-8	1.666358E-2
2.845000E-8	1.656937E-2
2.850000E-8	1.650256E-2
2.855000E-8	1.646659E-2
2.860000E-8	1.647344E-2
2.865000E-8	1.650941E-2
2.870000E-8	1.656423E-2
2.875000E-8	1.664645E-2
2.880000E-8	1.674237E-2
2.885000E-8	1.682973E-2
2.890000E-8	1.691196E-2
2.895000E-8	1.700274E-2
2.900000E-8	1.710038E-2
2.905000E-8	1.720487E-2
2.910000E-8	1.730765E-2
2.915000E-8	1.740700E-2
