Study Name	Steel-Set-1st-Attempt
Sample Name	S43CF8400C10k
Run Name	spot03
Operator	Saleem Aldajani
Date	3/15/2019
Time	17:52
Sign	POS
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	17:53:55
	
Time	Amplitude
0.000000E+0	-1.449156E-3
5.000000E-11	-1.488554E-3
1.000000E-10	-1.524526E-3
1.500000E-10	-1.548507E-3
2.000000E-10	-1.558785E-3
2.500000E-10	-1.565636E-3
3.000000E-10	-1.563923E-3
3.500000E-10	-1.545081E-3
4.000000E-10	-1.512535E-3
4.500000E-10	-1.485128E-3
5.000000E-10	-1.459433E-3
5.500000E-10	-1.416610E-3
6.000000E-10	-1.360082E-3
6.500000E-10	-1.315546E-3
7.000000E-10	-1.291564E-3
7.500000E-10	-1.267583E-3
8.000000E-10	-1.241889E-3
8.500000E-10	-1.236750E-3
9.000000E-10	-1.238463E-3
9.500000E-10	-1.236750E-3
1.000000E-9	-1.250454E-3
1.050000E-9	-1.267583E-3
1.100000E-9	-1.264157E-3
1.150000E-9	-1.267583E-3
1.200000E-9	-1.283000E-3
1.250000E-9	-1.283000E-3
1.300000E-9	-1.276148E-3
1.350000E-9	-1.272722E-3
1.400000E-9	-1.252166E-3
1.450000E-9	-1.211056E-3
1.500000E-9	-1.180223E-3
1.550000E-9	-1.157954E-3
1.600000E-9	-1.139112E-3
1.650000E-9	-1.139112E-3
1.700000E-9	-1.156241E-3
1.750000E-9	-1.175084E-3
1.800000E-9	-1.204204E-3
1.850000E-9	-1.236750E-3
1.900000E-9	-1.253879E-3
1.950000E-9	-1.257305E-3
2.000000E-9	-1.265870E-3
2.050000E-9	-1.265870E-3
2.100000E-9	-1.247028E-3
2.150000E-9	-1.223046E-3
2.200000E-9	-1.211056E-3
2.250000E-9	-1.226472E-3
2.300000E-9	-1.259018E-3
2.350000E-9	-1.286425E-3
2.400000E-9	-1.327536E-3
2.450000E-9	-1.404619E-3
2.500000E-9	-1.502257E-3
2.550000E-9	-1.608460E-3
2.600000E-9	-1.718089E-3
2.650000E-9	-1.807162E-3
2.700000E-9	-1.872254E-3
2.750000E-9	-1.921930E-3
2.800000E-9	-1.940772E-3
2.850000E-9	-1.920217E-3
2.900000E-9	-1.877393E-3
2.950000E-9	-1.815727E-3
3.000000E-9	-1.735218E-3
3.050000E-9	-1.644432E-3
3.100000E-9	-1.558785E-3
3.150000E-9	-1.493692E-3
3.200000E-9	-1.444017E-3
3.250000E-9	-1.385777E-3
3.300000E-9	-1.336101E-3
3.350000E-9	-1.320684E-3
3.400000E-9	-1.317259E-3
3.450000E-9	-1.306981E-3
3.500000E-9	-1.313833E-3
3.550000E-9	-1.334388E-3
3.600000E-9	-1.342953E-3
3.650000E-9	-1.341240E-3
3.700000E-9	-1.353231E-3
3.750000E-9	-1.368647E-3
3.800000E-9	-1.384064E-3
3.850000E-9	-1.401193E-3
3.900000E-9	-1.411471E-3
3.950000E-9	-1.420036E-3
4.000000E-9	-1.444017E-3
4.050000E-9	-1.483415E-3
4.100000E-9	-1.526238E-3
4.150000E-9	-1.562210E-3
4.200000E-9	-1.586192E-3
4.250000E-9	-1.610173E-3
4.300000E-9	-1.646145E-3
4.350000E-9	-1.680404E-3
4.400000E-9	-1.692395E-3
4.450000E-9	-1.702672E-3
4.500000E-9	-1.714663E-3
4.550000E-9	-1.700959E-3
4.600000E-9	-1.671839E-3
4.650000E-9	-1.652997E-3
4.700000E-9	-1.625590E-3
4.750000E-9	-1.581053E-3
4.800000E-9	-1.551933E-3
4.850000E-9	-1.543368E-3
4.900000E-9	-1.534803E-3
4.950000E-9	-1.546794E-3
5.000000E-9	-1.582766E-3
5.050000E-9	-1.615312E-3
5.100000E-9	-1.656423E-3
5.150000E-9	-1.716376E-3
5.200000E-9	-1.772903E-3
5.250000E-9	-1.815727E-3
5.300000E-9	-1.848273E-3
5.350000E-9	-1.863690E-3
5.400000E-9	-1.860264E-3
5.450000E-9	-1.839708E-3
5.500000E-9	-1.798598E-3
5.550000E-9	-1.726654E-3
5.600000E-9	-1.651284E-3
5.650000E-9	-1.587905E-3
5.700000E-9	-1.512535E-3
5.750000E-9	-1.440591E-3
5.800000E-9	-1.408045E-3
5.850000E-9	-1.401193E-3
5.900000E-9	-1.392628E-3
5.950000E-9	-1.392628E-3
6.000000E-9	-1.423461E-3
6.050000E-9	-1.459433E-3
6.100000E-9	-1.483415E-3
6.150000E-9	-1.515961E-3
6.200000E-9	-1.546794E-3
6.250000E-9	-1.558785E-3
6.300000E-9	-1.569062E-3
6.350000E-9	-1.572488E-3
6.400000E-9	-1.558785E-3
6.450000E-9	-1.536516E-3
6.500000E-9	-1.510822E-3
6.550000E-9	-1.467998E-3
6.600000E-9	-1.418323E-3
6.650000E-9	-1.377212E-3
6.700000E-9	-1.329249E-3
6.750000E-9	-1.276148E-3
6.800000E-9	-1.235037E-3
6.850000E-9	-1.200778E-3
6.900000E-9	-1.176797E-3
6.950000E-9	-1.178510E-3
7.000000E-9	-1.209343E-3
7.050000E-9	-1.245315E-3
7.100000E-9	-1.271009E-3
7.150000E-9	-1.310407E-3
7.200000E-9	-1.366934E-3
7.250000E-9	-1.420036E-3
7.300000E-9	-1.464572E-3
7.350000E-9	-1.498831E-3
7.400000E-9	-1.512535E-3
7.450000E-9	-1.509109E-3
7.500000E-9	-1.491979E-3
7.550000E-9	-1.459433E-3
7.600000E-9	-1.425174E-3
7.650000E-9	-1.394341E-3
7.700000E-9	-1.358369E-3
7.750000E-9	-1.325823E-3
7.800000E-9	-1.315546E-3
7.850000E-9	-1.318972E-3
7.900000E-9	-1.330962E-3
7.950000E-9	-1.368647E-3
8.000000E-9	-1.426887E-3
8.050000E-9	-1.474850E-3
8.100000E-9	-1.507396E-3
8.150000E-9	-1.533090E-3
8.200000E-9	-1.539942E-3
8.250000E-9	-1.526238E-3
8.300000E-9	-1.507396E-3
8.350000E-9	-1.464572E-3
8.400000E-9	-1.385777E-3
8.450000E-9	-1.306981E-3
8.500000E-9	-1.248741E-3
8.550000E-9	-1.188787E-3
8.600000E-9	-1.133973E-3
8.650000E-9	-1.101427E-3
8.700000E-9	-1.094575E-3
8.750000E-9	-1.098001E-3
8.800000E-9	-1.111705E-3
8.850000E-9	-1.149389E-3
8.900000E-9	-1.216195E-3
8.950000E-9	-1.279574E-3
9.000000E-9	-1.329249E-3
9.050000E-9	-1.377212E-3
9.100000E-9	-1.413184E-3
9.150000E-9	-1.418323E-3
9.200000E-9	-1.389202E-3
9.250000E-9	-1.329249E-3
9.300000E-9	-1.240176E-3
9.350000E-9	-1.118556E-3
9.400000E-9	-9.524002E-4
9.450000E-9	-7.451333E-4
9.500000E-9	-5.053203E-4
9.550000E-9	-2.175447E-4
9.600000E-9	1.318972E-4
9.650000E-9	5.447181E-4
9.700000E-9	1.024344E-3
9.750000E-9	1.593044E-3
9.800000E-9	2.295353E-3
9.850000E-9	3.158680E-3
9.900000E-9	4.217283E-3
9.950000E-9	5.512273E-3
1.000000E-8	7.067632E-3
1.005000E-8	8.891924E-3
1.010000E-8	1.099200E-2
1.015000E-8	1.332846E-2
1.020000E-8	1.581567E-2
1.025000E-8	1.835426E-2
1.030000E-8	2.083975E-2
1.035000E-8	2.314367E-2
1.040000E-8	2.515296E-2
1.045000E-8	2.679396E-2
1.050000E-8	2.801359E-2
1.055000E-8	2.876214E-2
1.060000E-8	2.903964E-2
1.065000E-8	2.889404E-2
1.070000E-8	2.837673E-2
1.075000E-8	2.758877E-2
1.080000E-8	2.665693E-2
1.085000E-8	2.567370E-2
1.090000E-8	2.476069E-2
1.095000E-8	2.404639E-2
1.100000E-8	2.359589E-2
1.105000E-8	2.343316E-2
1.110000E-8	2.355820E-2
1.115000E-8	2.392477E-2
1.120000E-8	2.446607E-2
1.125000E-8	2.511356E-2
1.130000E-8	2.577819E-2
1.135000E-8	2.637772E-2
1.140000E-8	2.688133E-2
1.145000E-8	2.725646E-2
1.150000E-8	2.748257E-2
1.155000E-8	2.756137E-2
1.160000E-8	2.753053E-2
1.165000E-8	2.740891E-2
1.170000E-8	2.718623E-2
1.175000E-8	2.688475E-2
1.180000E-8	2.654559E-2
1.185000E-8	2.615675E-2
1.190000E-8	2.570282E-2
1.195000E-8	2.521120E-2
1.200000E-8	2.468532E-2
1.205000E-8	2.410463E-2
1.210000E-8	2.348283E-2
1.215000E-8	2.285418E-2
1.220000E-8	2.222210E-2
1.225000E-8	2.158488E-2
1.230000E-8	2.095623E-2
1.235000E-8	2.034813E-2
1.240000E-8	1.977601E-2
1.245000E-8	1.927069E-2
1.250000E-8	1.883217E-2
1.255000E-8	1.846903E-2
1.260000E-8	1.821037E-2
1.265000E-8	1.804935E-2
1.270000E-8	1.795857E-2
1.275000E-8	1.793801E-2
1.280000E-8	1.801338E-2
1.285000E-8	1.816241E-2
1.290000E-8	1.835940E-2
1.295000E-8	1.859407E-2
1.300000E-8	1.886129E-2
1.305000E-8	1.914907E-2
1.310000E-8	1.946939E-2
1.315000E-8	1.982568E-2
1.320000E-8	2.018369E-2
1.325000E-8	2.054512E-2
1.330000E-8	2.093396E-2
1.335000E-8	2.132280E-2
1.340000E-8	2.168081E-2
1.345000E-8	2.203539E-2
1.350000E-8	2.238997E-2
1.355000E-8	2.270001E-2
1.360000E-8	2.297580E-2
1.365000E-8	2.323445E-2
1.370000E-8	2.346399E-2
1.375000E-8	2.365927E-2
1.380000E-8	2.382200E-2
1.385000E-8	2.395903E-2
1.390000E-8	2.407723E-2
1.395000E-8	2.416116E-2
1.400000E-8	2.419885E-2
1.405000E-8	2.421597E-2
1.410000E-8	2.421940E-2
1.415000E-8	2.418000E-2
1.420000E-8	2.407894E-2
1.425000E-8	2.392135E-2
1.430000E-8	2.371408E-2
1.435000E-8	2.345543E-2
1.440000E-8	2.313510E-2
1.445000E-8	2.277025E-2
1.450000E-8	2.238141E-2
1.455000E-8	2.195831E-2
1.460000E-8	2.150780E-2
1.465000E-8	2.105558E-2
1.470000E-8	2.060679E-2
1.475000E-8	2.016142E-2
1.480000E-8	1.974346E-2
1.485000E-8	1.935462E-2
1.490000E-8	1.899319E-2
1.495000E-8	1.867458E-2
1.500000E-8	1.840565E-2
1.505000E-8	1.818982E-2
1.510000E-8	1.803223E-2
1.515000E-8	1.791403E-2
1.520000E-8	1.784894E-2
1.525000E-8	1.786778E-2
1.530000E-8	1.795343E-2
1.535000E-8	1.807334E-2
1.540000E-8	1.825491E-2
1.545000E-8	1.850500E-2
1.550000E-8	1.879620E-2
1.555000E-8	1.912509E-2
1.560000E-8	1.949337E-2
1.565000E-8	1.988735E-2
1.570000E-8	2.030874E-2
1.575000E-8	2.075239E-2
1.580000E-8	2.121660E-2
1.585000E-8	2.168937E-2
1.590000E-8	2.214331E-2
1.595000E-8	2.256469E-2
1.600000E-8	2.296723E-2
1.605000E-8	2.333381E-2
1.610000E-8	2.363871E-2
1.615000E-8	2.388538E-2
1.620000E-8	2.406695E-2
1.625000E-8	2.417315E-2
1.630000E-8	2.421940E-2
1.635000E-8	2.421940E-2
1.640000E-8	2.418343E-2
1.645000E-8	2.411491E-2
1.650000E-8	2.399500E-2
1.655000E-8	2.382200E-2
1.660000E-8	2.362329E-2
1.665000E-8	2.339205E-2
1.670000E-8	2.311626E-2
1.675000E-8	2.281992E-2
1.680000E-8	2.250988E-2
1.685000E-8	2.215016E-2
1.690000E-8	2.174590E-2
1.695000E-8	2.132794E-2
1.700000E-8	2.088086E-2
1.705000E-8	2.038924E-2
1.710000E-8	1.990277E-2
1.715000E-8	1.946596E-2
1.720000E-8	1.906171E-2
1.725000E-8	1.867801E-2
