Study Name	Steel-Set-1st-Attempt
Sample Name	K25CF8M40030k
Run Name	spot03
Operator	Saleem
Date	3/25/2019
Time	21:27
Sign	FIX
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	21:29:42
	
Time	Amplitude
0.000000E+0	-2.278224E-4
5.000000E-11	-3.271735E-4
1.000000E-10	-4.350893E-4
1.500000E-10	-5.327275E-4
2.000000E-10	-6.098102E-4
2.500000E-10	-6.474951E-4
3.000000E-10	-6.474951E-4
3.500000E-10	-6.235138E-4
4.000000E-10	-5.669865E-4
4.500000E-10	-4.676354E-4
5.000000E-10	-3.511548E-4
5.500000E-10	-2.500907E-4
6.000000E-10	-1.712950E-4
6.500000E-10	-1.130547E-4
7.000000E-10	-9.249930E-5
7.500000E-10	-1.113418E-4
8.000000E-10	-1.575914E-4
8.500000E-10	-2.124058E-4
9.000000E-10	-2.689332E-4
9.500000E-10	-3.220346E-4
1.000000E-9	-3.425900E-4
1.050000E-9	-3.323123E-4
1.100000E-9	-2.912015E-4
1.150000E-9	-2.192576E-4
1.200000E-9	-1.250454E-4
1.250000E-9	-3.597195E-5
1.300000E-9	3.768490E-5
1.350000E-9	8.564750E-5
1.400000E-9	1.027770E-4
1.450000E-9	8.393455E-5
1.500000E-9	2.912015E-5
1.550000E-9	-7.194390E-5
1.600000E-9	-1.867116E-4
1.650000E-9	-2.997663E-4
1.700000E-9	-4.128210E-4
1.750000E-9	-5.310145E-4
1.800000E-9	-6.269397E-4
1.850000E-9	-6.834671E-4
1.900000E-9	-7.074484E-4
1.950000E-9	-6.971707E-4
2.000000E-9	-6.560599E-4
2.050000E-9	-6.098102E-4
2.100000E-9	-5.721253E-4
2.150000E-9	-5.361534E-4
2.200000E-9	-5.036073E-4
2.250000E-9	-4.710613E-4
2.300000E-9	-4.436541E-4
2.350000E-9	-4.265246E-4
2.400000E-9	-4.230987E-4
2.450000E-9	-4.230987E-4
2.500000E-9	-4.316634E-4
2.550000E-9	-4.539318E-4
2.600000E-9	-4.659224E-4
2.650000E-9	-4.642095E-4
2.700000E-9	-4.624965E-4
2.750000E-9	-4.505059E-4
2.800000E-9	-4.145339E-4
2.850000E-9	-3.682843E-4
2.900000E-9	-3.305994E-4
2.950000E-9	-2.843497E-4
3.000000E-9	-2.295353E-4
3.050000E-9	-1.969893E-4
3.100000E-9	-1.884245E-4
3.150000E-9	-1.901375E-4
3.200000E-9	-1.952763E-4
3.250000E-9	-2.124058E-4
3.300000E-9	-2.432389E-4
3.350000E-9	-2.792109E-4
3.400000E-9	-2.963404E-4
3.450000E-9	-2.946274E-4
3.500000E-9	-2.774979E-4
3.550000E-9	-2.398130E-4
3.600000E-9	-1.815727E-4
3.650000E-9	-1.113418E-4
3.700000E-9	-5.310145E-5
3.750000E-9	-1.541655E-5
3.800000E-9	1.884245E-5
3.850000E-9	4.624965E-5
3.900000E-9	3.597195E-5
3.950000E-9	1.712950E-6
4.000000E-9	-3.254605E-5
4.050000E-9	-7.194390E-5
4.100000E-9	-1.044900E-4
4.150000E-9	-1.079159E-4
4.200000E-9	-1.096288E-4
4.250000E-9	-1.130547E-4
4.300000E-9	-9.592520E-5
4.350000E-9	-8.050865E-5
4.400000E-9	-7.879570E-5
4.450000E-9	-7.708275E-5
4.500000E-9	-9.763815E-5
4.550000E-9	-1.456008E-4
4.600000E-9	-2.089799E-4
4.650000E-9	-3.049051E-4
4.700000E-9	-4.282375E-4
4.750000E-9	-5.258757E-4
4.800000E-9	-6.012455E-4
4.850000E-9	-6.971707E-4
4.900000E-9	-7.708275E-4
4.950000E-9	-7.776793E-4
5.000000E-9	-7.434203E-4
5.050000E-9	-6.988836E-4
5.100000E-9	-6.218009E-4
5.150000E-9	-5.053203E-4
5.200000E-9	-3.768490E-4
5.250000E-9	-2.466648E-4
5.300000E-9	-1.147677E-4
5.350000E-9	8.564750E-6
5.400000E-9	1.130547E-4
5.450000E-9	1.935634E-4
5.500000E-9	2.500907E-4
5.550000E-9	2.792109E-4
5.600000E-9	2.740720E-4
5.650000E-9	2.295353E-4
5.700000E-9	1.610173E-4
5.750000E-9	7.023095E-5
5.800000E-9	-4.967555E-5
5.850000E-9	-1.644432E-4
5.900000E-9	-2.569425E-4
5.950000E-9	-3.597195E-4
6.000000E-9	-4.539318E-4
6.050000E-9	-5.155980E-4
6.100000E-9	-5.549958E-4
6.150000E-9	-5.738383E-4
6.200000E-9	-5.635606E-4
6.250000E-9	-5.430052E-4
6.300000E-9	-5.138850E-4
6.350000E-9	-4.744872E-4
6.400000E-9	-4.453670E-4
6.450000E-9	-4.282375E-4
6.500000E-9	-3.905526E-4
6.550000E-9	-3.545807E-4
6.600000E-9	-3.271735E-4
6.650000E-9	-2.912015E-4
6.700000E-9	-2.432389E-4
6.750000E-9	-1.781468E-4
6.800000E-9	-9.763815E-5
6.850000E-9	-1.712950E-5
6.900000E-9	6.166620E-5
6.950000E-9	1.370360E-4
7.000000E-9	1.849986E-4
7.050000E-9	1.987022E-4
7.100000E-9	2.004152E-4
7.150000E-9	1.901375E-4
7.200000E-9	1.421749E-4
7.250000E-9	7.365685E-5
7.300000E-9	5.138850E-6
7.350000E-9	-7.023095E-5
7.400000E-9	-1.610173E-4
7.450000E-9	-2.569425E-4
7.500000E-9	-3.340253E-4
7.550000E-9	-3.871267E-4
7.600000E-9	-4.316634E-4
7.650000E-9	-4.659224E-4
7.700000E-9	-4.744872E-4
7.750000E-9	-4.470800E-4
7.800000E-9	-3.922656E-4
7.850000E-9	-3.374512E-4
7.900000E-9	-2.877756E-4
7.950000E-9	-2.363871E-4
8.000000E-9	-1.867116E-4
8.050000E-9	-1.490267E-4
8.100000E-9	-1.199065E-4
8.150000E-9	-9.935110E-5
8.200000E-9	-1.027770E-4
8.250000E-9	-1.387490E-4
8.300000E-9	-1.730080E-4
8.350000E-9	-1.987022E-4
8.400000E-9	-2.432389E-4
8.450000E-9	-2.894886E-4
8.500000E-9	-3.151828E-4
8.550000E-9	-3.305994E-4
8.600000E-9	-3.545807E-4
8.650000E-9	-3.682843E-4
8.700000E-9	-3.699972E-4
8.750000E-9	-3.631454E-4
8.800000E-9	-3.443030E-4
8.850000E-9	-3.151828E-4
8.900000E-9	-2.877756E-4
8.950000E-9	-2.689332E-4
9.000000E-9	-2.535166E-4
9.050000E-9	-2.415260E-4
9.100000E-9	-2.363871E-4
9.150000E-9	-2.518037E-4
9.200000E-9	-2.774979E-4
9.250000E-9	-2.929145E-4
9.300000E-9	-3.066181E-4
9.350000E-9	-3.237476E-4
9.400000E-9	-3.323123E-4
9.450000E-9	-3.288864E-4
9.500000E-9	-3.151828E-4
9.550000E-9	-2.860627E-4
9.600000E-9	-2.346742E-4
9.650000E-9	-1.593044E-4
9.700000E-9	-6.509210E-5
9.750000E-9	3.939785E-5
9.800000E-9	1.404619E-4
9.850000E-9	2.723591E-4
9.900000E-9	4.967555E-4
9.950000E-9	7.656887E-4
1.000000E-8	1.041474E-3
1.005000E-8	1.456008E-3
1.010000E-8	2.077808E-3
1.015000E-8	2.826368E-3
1.020000E-8	3.739370E-3
1.025000E-8	4.945287E-3
1.030000E-8	6.432127E-3
1.035000E-8	8.175911E-3
1.040000E-8	1.026228E-2
1.045000E-8	1.263472E-2
1.050000E-8	1.520928E-2
1.055000E-8	1.804250E-2
1.060000E-8	2.107100E-2
1.065000E-8	2.413547E-2
1.070000E-8	2.723077E-2
1.075000E-8	3.035347E-2
1.080000E-8	3.337683E-2
1.085000E-8	3.625801E-2
1.090000E-8	3.902443E-2
1.095000E-8	4.160070E-2
1.100000E-8	4.395944E-2
1.105000E-8	4.621025E-2
1.110000E-8	4.832917E-2
1.115000E-8	5.022883E-2
1.120000E-8	5.199831E-2
1.125000E-8	5.367186E-2
1.130000E-8	5.514843E-2
1.135000E-8	5.641430E-2
1.140000E-8	5.753457E-2
1.145000E-8	5.845956E-2
1.150000E-8	5.910705E-2
1.155000E-8	5.951302E-2
1.160000E-8	5.970145E-2
1.165000E-8	5.962608E-2
1.170000E-8	5.926978E-2
1.175000E-8	5.872335E-2
1.180000E-8	5.802104E-2
1.185000E-8	5.710633E-2
1.190000E-8	5.602374E-2
1.195000E-8	5.490861E-2
1.200000E-8	5.377464E-2
1.205000E-8	5.259442E-2
1.210000E-8	5.146387E-2
1.215000E-8	5.044638E-2
1.220000E-8	4.948028E-2
1.225000E-8	4.854843E-2
1.230000E-8	4.770908E-2
1.235000E-8	4.694511E-2
1.240000E-8	4.617771E-2
1.245000E-8	4.542915E-2
1.250000E-8	4.473198E-2
1.255000E-8	4.400226E-2
1.260000E-8	4.324514E-2
