Study Name	Steel-Set-1st-Attempt
Sample Name	S52CF829030k
Run Name	spot05
Operator	Saleem Aldajani
Date	3/25/2019
Time	20:12
Sign	POS
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	20:13:58
	
Time	Amplitude
0.000000E+0	-4.350893E-4
5.000000E-11	-4.899037E-4
1.000000E-10	-5.327275E-4
1.500000E-10	-5.498570E-4
2.000000E-10	-5.515699E-4
2.500000E-10	-5.293016E-4
3.000000E-10	-4.744872E-4
3.500000E-10	-4.111080E-4
4.000000E-10	-3.408771E-4
4.500000E-10	-2.518037E-4
5.000000E-10	-1.815727E-4
5.500000E-10	-1.507396E-4
6.000000E-10	-1.250454E-4
6.500000E-10	-1.181936E-4
7.000000E-10	-1.524526E-4
7.500000E-10	-2.004152E-4
8.000000E-10	-2.466648E-4
8.500000E-10	-3.151828E-4
9.000000E-10	-3.905526E-4
9.500000E-10	-4.487929E-4
1.000000E-9	-4.967555E-4
1.050000E-9	-5.344404E-4
1.100000E-9	-5.447181E-4
1.150000E-9	-5.293016E-4
1.200000E-9	-4.950426E-4
1.250000E-9	-4.419411E-4
1.300000E-9	-3.819879E-4
1.350000E-9	-3.203217E-4
1.400000E-9	-2.603684E-4
1.450000E-9	-2.106929E-4
1.500000E-9	-1.695821E-4
1.550000E-9	-1.353231E-4
1.600000E-9	-1.096288E-4
1.650000E-9	-9.935110E-5
1.700000E-9	-9.935110E-5
1.750000E-9	-1.130547E-4
1.800000E-9	-1.404619E-4
1.850000E-9	-1.678691E-4
1.900000E-9	-1.849986E-4
1.950000E-9	-2.004152E-4
2.000000E-9	-2.106929E-4
2.050000E-9	-2.089799E-4
2.100000E-9	-2.124058E-4
2.150000E-9	-2.124058E-4
2.200000E-9	-2.072670E-4
2.250000E-9	-2.004152E-4
2.300000E-9	-1.935634E-4
2.350000E-9	-1.969893E-4
2.400000E-9	-2.226835E-4
2.450000E-9	-2.500907E-4
2.500000E-9	-2.740720E-4
2.550000E-9	-3.100440E-4
2.600000E-9	-3.494418E-4
2.650000E-9	-3.819879E-4
2.700000E-9	-4.230987E-4
2.750000E-9	-4.505059E-4
2.800000E-9	-4.470800E-4
2.850000E-9	-4.265246E-4
2.900000E-9	-3.905526E-4
2.950000E-9	-3.254605E-4
3.000000E-9	-2.483778E-4
3.050000E-9	-1.849986E-4
3.100000E-9	-1.318972E-4
3.150000E-9	-9.078635E-5
